id,visitid,violation,details_id,obs
1597,6703478,10-07-4,17871160,Basic - In-use utensil stored in standing water less than 135 degrees Fahrenheit. Water temperature tested at 108F. Operator was advised to keep water above 135 or discard water. **Corrective Action Taken** **Warning**
1598,6703478,14-36-5,17871171,Basic - Interior of chest freezer near cookline has exposed insulation and ice build up. **Warning**
1599,6703478,14-31-4,17871157,Basic - Nonfood-grade bags used in direct contact with food. Observed in reach in freezer **Warning**
1600,6703478,29-07-5,17871165,Basic - Plumbing system improperly installed or repaired. Observed plumbing lines outside walk in cooler draining on floor. **Warning**
1601,6703478,23-12-4,17871156,"Basic - Walk-in cooler  shelves soiled with encrusted food debris. Air curtain in walk in cooler has build up of green mold like substance.

Flip top Reach in cooler at cookline gasket and interior has build up of mold like substance.  **Warning**"
1602,6703478,29-11-4,17871158,"Basic - Water leaking from pipe and/or faucet/handle.  Observed hws sink leaking on floor by walk in cooler. 

Observed leak under sink at dish washing area **Warning**"
1603,6703478,03A-02-4,17871170,"High Priority - Potentially hazardous (time/temperature control for safety) food cold held at greater than 41 degrees Fahrenheit.
Observed in walk in cooler raw pork 49-52F; cooked shrimp 46F - Cold Holding; raw shrimp  37F; roast pork 45-46F - Cold Holding.  Operator was advised to put ice on foods or open freezer door to bring the temperature below 41F.**Repeat Violation**


flip top cooler at cookline -cooked chicken 58-60F - Cold Holding; cooked shrimp 44-56F - Cold Holding; raw shrimp 47F - Cold Holding; cooked pork 43F - Cold Holding; raw beef 48F - Cold Holding; ham 48F cold holding; cooked tofu 44-45F - Cold Holding; noodles in water 44-45F - Cold Holding; cooked noodles 43-45F - Cold Holding;raw pork 53F. Operator was advised to put foods on ice. **Repeat Violation** **Warning**"
1604,6703478,03D-05-4,17871167,"High Priority - Potentially hazardous (time/temperature control for safety) food cooked/heated yesterday/on a previous day not cooled from 135 degrees Fahrenheit to 41 degrees Fahrenheit within a total of 6 hours. Food has been cooling overnight.  See stop sale.

Observed in walk in cooler egg rolls  at 46-47F - overnight Cooling, wonton  51-80F - Cooling; and cooked chicken at 44-47F - overnight Cooling. Per operator items were cooked yesterday and placed in unit. Eggs rolls and cooked chicken did not reach 41F and below overnight. See stop sale. **Warning**"
1605,6703478,03B-01-5,17871161,"High Priority - Potentially hazardous (time/temperature control for safety) food hot held at less than 135 degrees Fahrenheit or above.

Observed Rice 132 hot holding stored in warmer in kitchen. Operator was advised to reheat rice to 165F and above. **Corrective Action Taken** **Warning**"
1606,6703478,08A-05-4,17871179,"High Priority - Raw animal food stored over ready-to-eat food. Raw ground stored next to cooked mushrooms in walk in cooler. 

Raw shrimp and beef stored behind cooked chicken on top of flip top cooler where cross contamination can occur. **Warning**"
1607,6703478,08A-18-5,17871168,"High Priority - Raw animal foods not properly separated from one another based upon minimum required cooking temperature in reach-in freezer - all products not commercially packaged.

Raw chicken stored over raw fish in chest reach in cooler. **Warning**"
1608,6703478,35A-04-4,17871169,"High Priority - Rodent activity present as evidenced by rodent droppings found. Observed in dry storage area, 10 fresh droppings and over 20 dry on shelves where canned goods are stored. Over and near open containers of noodles, flour, sugar.
 Approximately 50 dry droppings on floor underneath shelves in corner of dry storage area.

7 fresh rodent droppings found under prep table where condiments and single service items are stored.

1 dry rodent dropping on storage shelf next to toothpicks. **Warning**"
1609,6703478,01B-02-4,17871178,"High Priority - Stop Sale issued on potentially hazardous (time/temperature control for safety) food due to temperature abuse.

Observed in walk in cooler egg rolls  at 46-47F - overnight Cooling, cooked wonton 51-80F - Cooling; and cooked chicken at 44-47F - overnight Cooling. Per operator items were cooked yesterday and placed in unit. Eggs rolls and cooked chicken did not reach 41F and below.

 **Warning**"
1610,6703478,05-05-4,17871159,"Intermediate - Ambient air thermometer in holding unit not accurate within plus or minus 3 degrees Fahrenheit. Thermometer in walk in cooler reading 34F, ambient air temperature reading at 43-45f **Warning**"
1611,6703478,27-16-4,17871155,Intermediate - Hot water not provided/shut off at employee handwash sink. Operator turn on hot water. **Corrected On-Site** **Warning**
1612,6703478,05-08-4,17871180,Intermediate - No probe thermometer provided to measure temperature of food products. **Warning**
1613,6703478,03D-16-4,17871163,"Intermediate - Potentially hazardous (time/temperature control for safety) food covered while cooling.

Observed in walk in cooler cooked rice 52-53F -Cooling; and fried rice 77-102F -Cooling in tightly covered plastic containers. Operator removed cover from containers.  **Corrective Action Taken** **Warning**"
1614,6703478,14-76-6,17871181,"Intermediate - Walk-in cooler not maintained in good repair.  Do not store potentially hazardous (time/temperature control for safety) food in this unit until the unit is repaired. Observed broken ambient thermometer, ambient air temperature was 43-45f **Warning**"
3761,6595847,23-03-4,17908110,"Basic - Build-up of grease on nonfood-contact surface, Wok. **Warning**"
3762,6595847,12B-02-4,17908107,Basic - Employee eating in a food preparation or other restricted area. **Warning**
3763,6595847,13-07-4,17908112,Basic - Employee wearing jewelry other than a plain ring on their hands/arms while preparing food. **Warning**
3764,6595847,13-03-4,17908111,Basic - Employee with no hair restraint while engaging in food preparation. **Warning**
3765,6595847,35B-01-4,17908099,"Basic - Exterior door has a gap at the threshold that opens to the outside, rear door. **Warning**"
3766,6595847,36-41-4,17908113,Basic - Fan cover in walk-in cooler/freezer has accumulation of dust or debris. **Warning**
3767,6595847,08B-38-4,17908114,Basic - Food stored on floor. Observed buckets of soy sauce on the floor at cookline. **Warning**
3768,6595847,36-24-5,17908100,Basic - Hole in or other damage to wall by the exit door. **Warning**
3769,6595847,33-16-4,17908101,Basic - Open dumpster lid. **Warning**
3770,6595847,21-13-4,17908105,Basic - Soiled wet wiping cloth placed in use with fresh solution. **Warning**
3771,6595847,23-12-4,17908104,Basic - Walk-in cooler and/or walk-in freezer shelves soiled with encrusted food debris. **Warning**
3772,6595847,36-72-4,17908108,Basic - Walk-in cooler/walk-in freezer floor soiled. **Warning**
3773,6595847,35A-02-5,17908106,"High Priority - Live, small flying insects in kitchen, food preparation area, or food storage area. Observed approximately 25 flies by the dishmachine area. **Warning**"
3774,6595847,08A-09-4,17908109,High Priority - Raw animal food stored over ready-to-eat food in walk-in cooler. Observed raw pork stored over vegetables. **Warning**
3775,6595847,29-34-4,17908102,"High Priority - Vacuum breaker missing at hose bibb or on fitting/splitter added to hose bibb, mop sink. **Warning**"
3776,6595847,53A-03-6,17908103,Intermediate - Food manager certification expired.  A list of accredited food manager certification examination providers can be found at http://www.myfloridalicense.com/DBPR/hotels-restaurants/food-lodging/food-manager/ **Warning**
4077,6573877,08B-46-4,17763312,Basic - Case/container/bag of food stored on floor in dry storage area.  Buckets of soy sauce and duck sauce on the floor next to reach in freezer in dry storage area. **Warning**
4078,6573877,36-32-5,17763303,Basic - Ceiling/ceiling tile shows damage or is in disrepair in kitchen above cook-line and by dish machine area. **Repeat Violation** **Warning**
4079,6573877,35A-03-4,17763307,"Basic - Dead roaches on premises.
3 dead roaches under shelves in dry storage area where food and single service items are stored.
2 dead roach next to non working cooler in dry storage area where single service items are stored.
1 dead roach by drain under dish machine. Manager cleaned area.  **Warning**"
4080,6573877,35B-01-4,17763309,Basic - Exterior door has a gap at the threshold that opens to the outside at back door and side door. **Warning**
4081,6573877,10-07-4,17763302,Basic - In-use utensil stored in standing water less than 135 degrees Fahrenheit. Serving spoon at steam table in water 120F.  Water was moved to stove to heat to 135F or above. **Corrective Action Taken** **Repeat Violation** **Warning**
4082,6573877,23-14-4,17763305,Basic - Shelf under preparation table soiled with food debris. On cook line. **Warning**
4083,6573877,33-31-5,17763310,Basic - Unnecessary items/unused equipment on the premises.  Non working cooler in dry storage area being used for storage and unused stove in dry storage area. **Warning**
4084,6573877,36-26-4,17763311,"Basic - Wall soiled with accumulated black debris in dishwashing area. 
Floors soiled under kitchen equipment **Repeat Violation** **Warning**"
4085,6573877,41-07-4,17763304,High Priority - Container of medicine improperly stored.  Cough medicine in reach beverage cooler at wait station.  Items moved and properly stored.  **Corrected On-Site** **Warning**
4086,6573877,08A-05-4,17763308,High Priority - Raw animal food stored over ready-to-eat food. Raw shrimp stored over ready to eat Krab in white chest freezer.  Items moved and properly stored.  **Corrected On-Site** **Warning**
4087,6573877,35A-04-4,17763306,"High Priority - Rodent activity present as evidenced by rodent droppings found.
Approximately 24 droppings under shelves In dry storage area where food and single service items are stored.
Approximately 6 droppings on wood pallet in dry storage area where single service items are stored.
More than 15 dropping behind dish machine 
Cannot determine if fresh or dry due to the fact of numerous boxes of single service items and unused equipment blocking access. **Warning**"
4960,6617335,14-01-4,17954530,Basic - Bowl or other container with no handle used to dispense food. Container of cooked lamb in walk in cooler. **Warning**
4961,6617335,23-25-4,17954531,Basic - Build-up of grease/dust/debris on hood filters.  Soiled reach-in cooler gaskets. Cook line. **Repeat Violation** **Warning**
4962,6617335,08B-45-4,17954537,Basic - Case/container/bag of food stored on floor in walk-in cooler/freezer. Several boxes of chicken. **Repeat Violation** **Warning**
4963,6617335,21-05-4,17954539,"Basic - Cloth used as a food-contact surface. Observed soiled towel used as food contact surface with naan dough and cloth napkins used to dry plates after washing, rinsing, sanitizing. **Warning**"
4964,6617335,13-03-4,17954534,Basic - Employee with no hair restraint while engaging in food preparation. Several employees were observed handling food and not wearing hair restraints. **Warning**
4965,6617335,14-11-4,17954540,"Basic - Equipment in poor repair.  Observed hand wash sink at ware washing inaccessible as the sink is detached from the wall. Observed sink falling down. 
Bowl or other container with no handle used to dispense food. Container of cooked lamb in walk in cooler. **Repeat Violation** **Warning**"
4966,6617335,51-09-4,17954542,"Basic - Establishment did not report seating change that affects the license fee, Clean Indoor Air Act, sewage system approval or other related requirements.

Observed 143 new seats added.

 **Warning**"
4967,6617335,35B-01-4,17954541,Basic - Exterior door has a gap at the threshold that opens to the outside. Back door. **Warning**
4968,6617335,36-18-4,17954546,"Basic - Floor tiles cracked, broken or in disrepair.  Cook line. **Warning**"
4969,6617335,10-17-4,17954532,Basic - In-use knife/knives stored in cracks between pieces of equipment. Observed four knives stored between wall and prep table.  Ice scoop handle in contact with ice. Bar area. **Corrected On-Site** **Warning**
4970,6617335,25-06-4,17954533,Basic - Single-service articles not stored inverted or protected from contamination. Plates at buffet station. **Warning**
4971,6617335,02D-01-5,17954529,Basic - Working containers of food removed from original container not identified by common name. Salt container. **Corrected On-Site** **Repeat Violation** **Warning**
4972,6617335,03B-02-4,17954535,"High Priority - Cooked meats or poultry hot held at less than 135 degrees Fahrenheit or above. Tandoor chicken at buffet area at 112-128F. Operator advised to reheat chicken to 165. Chicken temperature checked at the end of inspection, observed 128-145F. Operator used sterno but temperature did not go up to 165. **Warning**"
4973,6617335,12A-04-5,17954543,"High Priority - Employee handled soiled dishes or utensils and then handled clean dishes or utensils without washing hands.

Observed employee cleaning dirty pans then handling clean trays of dishes. **Warning**"
4974,6617335,35A-02-5,17954544,"High Priority - Live, small flying insects in kitchen, food preparation area, or food storage area. 
Observed approximately 20 flying around in dry storage area and also landing on dry storage containers. Dry storage room is a separate room from the kitchen.  
Observed two flying around in ware washing area.
Observed approximately 8 landing on boxes of uncooked Idaho potatoes on prep table in the food preparation area. 
Observed about 6 in front of walk in cooler, flying around/landing on walk in cooler door.
 **Warning**"
4975,6617335,03A-18-4,17954545,"High Priority - Variety of salads on buffet, cold held at greater than 41 degrees Fahrenheit. Observed 50-70F. At the end of inspection, temperature of salads were taken again. Observed 52-72F. Operator was advised to place salads on ice at the buffet station. Operator did not put ice. Discussed TPHC with operator. **Warning**"
4976,6617335,53A-05-6,17954547,Intermediate - No currently certified food service manager on duty with four or more employees engaged in food preparation/handling.  A list of accredited food manager certification examination providers can be found at http://www.myfloridalicense.com/DBPR/hotels-restaurants/food-lodging/food-manager/ **Warning**
4977,6617335,51-14-7,17954536,"Intermediate - No plan review submitted and approved - bar area added. Observed new bar area added with ice machine, hand wash sink,beer and wine coolers, three new bathrooms.  Must submit plans and plan review application to DBPR H and R Plan Review office located at 2601 Blair Stone Rd., Tallahassee, FL 32399-1011. Plans must be submitted AND approved within 30 days. **Warning**"
4978,6617335,31B-03-4,17954538,Intermediate - No soap provided at handwash sink. Bar area.  No paper towels or mechanical hand drying device provided at handwash sink. Bar area. **Warning**
5638,6706962,36-34-5,17892877,"Basic - Ceiling/ceiling tiles/vents soiled with accumulated food debris, grease, dust, or mold-like substance.

Observed AC vents in kitchen and dining room heavily soiled with dust and mold like substance.  **Warning**"
5639,6706962,05-17-4,17892875,Basic - No conspicuously located ambient air temperature thermometer in walk-in cooler # 2.  **Warning**
5640,6706962,35A-02-5,17892872,"High Priority - Live, small flying insects in kitchen, food preparation area, or food storage area.


Observed 1 Live flying fly landing on prep table where employee is working. One flying in soda box storage area by backdoor. One landing on wall by employee personal items storage. Two flies landing on outside of breading storage container, one live fly crawling around on scale. 2 by prep cooler flying around. Four flies flying around and landing on wall at south entrance to the kitchen wait station,
 
4 flies in women's restroom flying around and landing on walls.

Approximately 15 flying around and land glass storage rack and squeeze bottles. 1 crawling around on clean glass at bar area.
   **Warning**"
5641,6706962,03A-02-4,17892870,"High Priority - Potentially hazardous (time/temperature control for safety) food cold held at greater than 41 degrees Fahrenheit.
Observed in walking cooler 7lbs of cod at 44-45°F - Cold Holding); 6lbs of baked chicken  at 44°F - Cold Holding); 4.5lbs of ham at 44-73°F); 4lbs of hard boiled eggs  at 46-51°F - Cold Holding); 5lbs of roast beef  at 46-51°F); and 7lbs of taco meat at 44-45°F - Cold Holding). Foods were prepared from Monday and did not maintain 41F and below. See stop sale.

Observed at wait station 6oz of cut tomatoes  at 61°F - Cold Holding) and 1.5lbs of cut celery cut from Sunday and stored wait station Cooler at 57°F - Cold Holding. See stop sale.


Observed in Unit 10 Draw cooler at cookline ; 3lbs chicken salad  (53°F - Cold Holding); 5lbs raw tuna (45-53°F - Cold Holding) and 1lbs cooked pasta (49-50°F - Cold Holding). Per operator foods were out for more than 4 hours in unit. See stop sale.


Observed in Unit 4 cooler at cookline ;mahi (46F - Cold Holding); shrimp  (44F); calamari  (46F - Cold Holding). Per operator foods have been out for less than 4 hours. Operator was advised to ice down foods. Corrective action taken.
Observed in same unit 10lbs of raw chicken  (46-50°F - Cold Holding) that has been out for more than 4hours. See stop sale.


Observed in Unit 3 cooler at cookline ; cooked wings  (41-67F - Cold Holding). Per operator wings were cooked yesterday. See stop sale.
Observed in the bottom of same cooler turkey breast  at 45°F - Cold Holding). Per operator turkey breast wasn't out for less than four hours. Operator was advised to add iced. Corrective action taken.


Observed in Unit 7 cooler at cookline a??; raw steak  (47°F - Cold Holding); fish (47°F - Cold Holding); raw chicken  (41-46°F - Cold Holding). Food have been in unit for less that 4 hours. Operator was advised to move to unit 1 walk in cooler or ice down foods. 
Observed in same unit 25lbs of raw burger  at 44-48°F - Cold Holding. Per operator Burger have been out for more 4 hours. See stop sale.

 **Repeat Violation** **Warning**"
5642,6706962,03D-05-4,17892880,"High Priority - Potentially hazardous (time/temperature control for safety) food cooked/heated yesterday/on a previous day not cooled from 135 degrees Fahrenheit to 41 degrees Fahrenheit within a total of 6 hours. Food has been cooling overnight.  See stop sale.
Observed in walk in cooler 88lbs of cooked wing (45-50°F - overnight Cooling), 9lbs of baked potatoes  (45°F - overnight Cooling) and 6lbs terigon chicken  (49-50°F - overnight Cooling). Foods were cooked yesterday and was cooling in cooler overnight and did not reach 41 and below. See stop sale. **Warning**"
5643,6706962,03B-01-5,17892878,"High Priority - Potentially hazardous (time/temperature control for safety) food hot held at less than 135 degrees Fahrenheit or above.

Observed in steam drawer at wait station cooked potatoes  at 121-128°F - Hot Holding). Potatoes were out for mor that 4 hours. Operator discarded potatoes. See stop sale.

Observed in hot box 12oz of meatloaf  at 117°F - Hot Holding. Operator was advised to reheat meatloaf but he discarded meatloaf. See stop sale.

Observed in hot box black beans  at 112-121°F - Hot Holding- operator reheated to 192F and French onion soup  at 119°F- operator reheated to 186F. **Corrected on site**
 **Repeat Violation** **Warning**"
5644,6706962,01B-13-4,17892869,"High Priority - Stop Sale issued due to food not being in a wholesome, sound condition.

Commercially processed ready-to-eat, potentially hazardous (time/temperature control for safety) food opened and held more than 24 hours not properly date marked after opening.
Observed in walk in cooler two open bottles of milk with no date mark. Operator could not verify when milk was opened. See stop sale. **Warning**"
5645,6706962,01B-02-4,17892873,"High Priority - Stop Sale issued on potentially hazardous (time/temperature control for safety) food due to temperature abuse.

Potentially hazardous (time/temperature control for safety) food cooked/heated yesterday/on a previous day not cooled from 135 degrees Fahrenheit to 41 degrees Fahrenheit within a total of 6 hours. Food has been cooling overnight.  See stop sale.
Observed in walk in cooler 88lbs of cooked wing (45-50°F - overnight Cooling), 9lbs of baked potatoes  (45°F - overnight Cooling) and 6lbs terigon chicken  (49-50°F - overnight Cooling). Foods were cooked yesterday and was cooling in cooler overnight and did not reach 41 and below. See stop sale.

Potentially hazardous (time/temperature control for safety) food cold held at greater than 41 degrees Fahrenheit.
Observed in walking cooler 7lbs of cod at 44-45°F - Cold Holding); 6lbs of baked chicken  at 44°F - Cold Holding); 4.5lbs of ham at 44-73°F); 4lbs of hard boiled eggs  at 46-51°F - Cold Holding); 5lbs of roast beef  at 46-51°F); and 7lbs of taco meat at 44-45°F - Cold Holding). Foods were prepared from Monday and did not maintain 41F and below. See stop sale.

Observed at wait station 6oz of cut tomatoes  at 61°F - Cold Holding) and 1.5lbs of cut celery cut from Sunday and stored wait station Cooler at 57°F - Cold Holding. See stop sale.


Observed in Unit 10 Draw cooler at cookline ; 3lbs chicken salad  (53°F - Cold Holding); 5lbs raw tuna (45-53°F - Cold Holding) and 1lbs cooked pasta (49-50°F - Cold Holding). Per operator foods were out for more than 4 hours in unit. See stop sale.

Observed in Unit 3 cooler at cookline ; cooked wings  (41-67F - Cold Holding). Per operator wings were cooked yesterday. See stop sale.

Observed in same unit 25lbs of raw burger  at 44-48°F - Cold Holding. Per operator Burger have been out for more 4 hours. See stop sale.


Observed in steam drawer at wait station cooked potatoes  at 121-128°F - Hot Holding). Potatoes were out for mor that 4 hours. Operator discarded potatoes. See stop sale.

Observed in hot box 12oz of meatloaf  at 117°F - Hot Holding. Operator was advised to reheat meatloaf but he discarded meatloaf. See stop sale.
 **Warning**"
5646,6706962,22-20-4,17892881,Intermediate - Accumulation of black/green mold-like substance in the interior of the ice machine.  Observed mold like substance on interior of both ice machine next to dry storage room. Operator cleaned both ice machine. **Corrected On-Site** **Warning**
5647,6706962,02C-03-4,17892874,"Intermediate - Commercially processed ready-to-eat, potentially hazardous (time/temperature control for safety) food opened and held more than 24 hours not properly date marked after opening.
Observed in walk in cooler two open bottles of milk with no date mark. Operator could not verify when milk was opened. See stop sale. **Warning**"
5648,6706962,14-77-6,17892871,"Intermediate - Reach-in cooler not maintained in good repair.  Do not store potentially hazardous (time/temperature control for safety) food in this unit until the unit is repaired.

Observed at cookline ambient temperature of unit 10 at 46F, unit 4 ambient temperature at 45F, unit 3 ambient air temperature at 50F and unit 9 ambient temperature at 46F. **Warning**"
