county,licnum,sitename,streetaddy,cityaddy,zip
Broward,1621890,Cafe Del Mar,101 S Fort Lauderdale Beach Blvd.,Fort Lauderdale,33316
Polk,6306922,Lakeland Panda World Inc,6214 US 98 N,Lakeland,33810
Pinellas,6217203,Locale,179 2nd Ave N,St. Petersburg,33701
Pasco,6113349,Kickin Wingz,8702 State Road 52,Hudson,34667
Volusia,7405763,Lenny's Ny Pizza,1456 Ocean Shore Blvd,Ormond By The Sea,32176
Brevard,1502641,Mystery Bistro,"575 S Wickham Road, Suite G",West Melbourne,32904
Brevard,1504228,Red Ginger,6300 N Wickham Road #128,Melbourne,32940
Orange,5812364,Viet-Nomz,7581 University Blvd,Winter Park,32792
Suwannee,7100093,Backwoods Burgers And Subs,508 US Hwy 27 Sw,Branford,32008
Duval,2613227,Basil Thai Restaurant And Bar,1004 Hendricks Ave,Jacksonville,32207
Marion,5202184,Sbarro,3100 SW College Road Space 202-2,Ocala,34474
Duval,2614564,Rowenas Cafe And Catering,"3627 University Blvd, Suite 125",Jacksonville,32216
Marion,5202709,Mandarin Express - Paddock Mall,3100 College Road #Vc04B,Ocala,34474
Duval,2613561,La Nopalera Mexican Restaurant,"14333 Beach Blvd, Suite 39",Jacksonville,32250
Leon,4703657,Pitaria Express,3001 Apalachee Parkway,Tallahassee,32301
Leon,4703167,Firehouse Subs,2580 N Monroe St,Tallahassee,32303
Lee,4602943,Burger Blast,"4135 Dr Martin Luther King Blvd, Booth # D-50",Fort Myers,33916
Lee,4605749,Carrabba's Italian Grill,762 Pine Island Road Sw,Cape Coral,33991
Dade,2330077,Subway 29896,1000 Park Center Boulevard,Miami,33169
Dade,2330043,Arlen Beach Cafe,5701 Collins Ave,Miami Beach,33140
Dade,2335883,El Platoneeka Inc,18304  SW 147th Ave,Miami,33187
Broward,1624233,Lalo & Jenn's Kitchen,827 E Oakland Park Blvd,Oakland Park,33334
Palm Beach,6010081,Lucky Palace,21659 State Road 7,Boca Raton,33428
Broward,1624278,Local Restaurant,4380 NE 31 Ave,Oakland Park,33309
Palm Beach,6012206,Jerome Carribean Rest,1412 Lucerne Ave,Lake Worth,33460
Broward,1622854,Q' Rico,2112 N University Dr,Sunrise,33322
Broward,1609691,Domino's Pizza,400 E Oakland Park Blvd,Wilton Manors,33334-2150
Palm Beach,6051926,Nette' Fresh Fritay,1489 N Military Trail,West Palm Beach,33409
Broward,1616672,New Mainland Restaurant,884 E Oakland Park Blvd,Oakland Park,33334
Palm Beach,6007976,La Sorelle Delray,20 SE 5 Ave,Delray Beach,33483
Palm Beach,6021885,Clare'S,1401 Clare Ave,West Palm Beach,33401
Hillsborough,3911960,Popeyes Chicken & Biscuits #93,2201 E Hillsborough Ave,Tampa,33610
Hillsborough,3916694,Tequilas Ybor,1613 E 7 Ave,Tampa,33605
Polk,6302342,Orange Bowl Lanes / Lucky'S,4318 US 98 N,Lakeland,33809
Sumter,7000576,Cody's Original Roadhouse,3731 Meggison Road,The Villages,32163
Pinellas,6217087,La Nueva Cantina,1625 4 St S,St. Petersburg,33701
Hillsborough,3912624,China Yuan Restaurant,8502 N Armenia Ave #A1,Tampa,33604
Volusia,7406492,Slims,5279 S Nova Road,Port Orange,32127
Brevard,1502107,Ichabod'S,2320 N Hwy A1A,Indialantic,329032568
Brevard,1502781,Northside Sports Grill,4835 W Eau Gallie Blvd,Melbourne,32935
Volusia,7406865,Lenny's New York Pizza Ii,298 S Nova Road,Ormond Beach,32174
Brevard,1501772,Kay's Real Pit Bar-Bq,1552 W King Street,Cocoa,329265120
Brevard,1502915,Shore Lanes #2 & City Limits Lounge,4851 S Dairy Road,Melbourne,32904
Duval,2613254,Subway #28474,9908 Old Baymeadows Road,Jacksonville,32256
Duval,2607822,Popeyes Chicken&Biscuits #159,626 N Edgewood Ave,Jacksonville,322543079
Bay,1305716,Golden Chick,3710 Hwy 98,Panama City,32401
Bay,1305533,Ramons Pizza,4100 W Hwy 98,Panama City,32405
Leon,4702548,Tally Thai And Sushi,2037 W Pensacola St,Tallahassee,32304
Leon,4703061,G & G Carribbean & American Restaurant,2039 W Pensacola St,Tallahassee,32304
Bay,1304781,Hardee's #5402,3439 Hwy 77,Lynn Haven,32444
Leon,4703158,Brooklyn Pizza,2035 W Pensacola St,Tallahassee,32304
Collier,2102593,Anthony's Mexican Restaurant,103 E Main Street,Immokalee,34142
Sarasota,6800217,Coffee Carousel,1644 Main St,Sarasota,342365811
Dade,2326659,Restaurant Universal Del Pueblo,300 W 21 St,Hialeah,33010
Dade,2316316,Cafe Ruyi,5300 NW 7 Ave,Miami,33127
Dade,2331198,Kyojin Japanese Seafood Buffet,6212 S Dixie Hwy,South Miami,33143
Dade,2328221,Sushi Sake,14649 SW 104 St #19,Miami,33186
Dade,2333698,Aji Carbon,16978 NE 19 Ave,North Miami Beach,33162
Dade,2335224,Yellow Tail Sub & Grill,11609 SW 216 Street,Miami,33170
Palm Beach,6013697,Ichiban Sushi And Thai,"7400 N Federal Hwy, Suite C5",Boca Raton,33487
Broward,1614974,A Thai,6419 Stirling Road,Davie,33314-7126
Broward,1653054,Leomar Food Service,9837 W Sample Road,Coral Springs,33065
Broward,1619463,Las Carnitas Inc,3221 W Davie Blvd,Fort Lauderdale,33312
Hillsborough,3910936,Tn Crab Shack,2120 E Sligh Ave,Tampa,336101256
Hernando,3701122,The  Shoal Line Waterfront Pub,3305 Shoal Line Blvd,Hernando Beach,34607
Hillsborough,3916898,Royal Sweets,2025 E Fowler Ave,Tampa,33612
Pinellas,6215532,A Slice Of New York,338 Corey Ave,St Pete Beach,33706
Hillsborough,3952305,Pedro Baltazar,2113 W Reynolds St,Plant City,33563
Orange,5853272,Heavenly Hot Dogs - Vin 0206,3592 Aloma Ave,Winter Park,32792
Duval,2651824,Alma Food Truck,1712 Ogilvie Park Ln,Jacksonville,32246
Duval,2612551,Hunan Wok,5566 Fort Caroline Road #22,Jacksonville,32277
Gadsden,3000401,Rutabaga Cafe/Soiree Catering,23  Jackson St,Chattahoochee,32324
Lee,4603969,Nino's Thick & Thin Italian Restaurant,18911 S Tamiami Trl #11,Fort Myers,339084702
Lee,4603305,Dominos 4945,13008 Palm Beach Blvd,Fort Myers,33905
Dade,2335549,Plomo,230  Miracle Mile,Coral Gables,33134
Broward,1622168,Villagio Restaurant,1760 Sawgrass Mills Cir,Sunrise,33323
Palm Beach,6004946,Arby's # 841,4275 Okeechobee Blvd,West Palm Beach,33409
Broward,1621611,Indian Harbor,1830 Cordova Road,Fort Lauderdale,33316
Palm Beach,6021645,Taverna Trela,"4801 Linton Blvd, #B5-B8",Delray Beach,33445
Broward,1616745,Notre Dame Rest,4859 N Dixie Hwy,Pompano Beach,33064-4861
Broward,1609688,Pizza & Brew,53 NE 44 St,Oakland Park,33334
Pinellas,6217075,Taste Of The Islands,364 1 Ave N,St. Petersburg,33701
Citrus,1900006,Kentucky Fried Chicken,849 SE US 19,Crystal River,34429
Hillsborough,3913146,Clementine,300 East Sligh Ave,Tampa,33604
Hernando,3700820,Up 4 Breakfast,14359 Spring Hill Drive,Spring Hill,34609
Pinellas,6214485,Stonefire Tavern,10637 117 Dr North,Largo,33773
Hillsborough,3904191,Crystal's Fast & Best,4935 E 7 Ave,Tampa,33605
Orange,5813765,Max & Me Bakery Restaurant,23 W Michael Gladden Blvd,Apopka,32703
Lake,4502288,Outback Steakhouse,1625 E Hwy 50,Clermont,34711
Orange,5809008,Anh Hong Restaurant,1124 E Colonial Dr,Orlando,32803
Orange,5804778,Orlando Grill And Restaurant Inc,749 S Semoran Blvd,Orlando,32807
Duval,2610895,Charlie's Diner,8929 Philips Hwy,Jacksonville,32256
Marion,5201415,Charlie Horse Restaurant,2426 E Silver Spgs Blvd,Ocala,344706909
Marion,5202681,Latin American Cafe,1427 NE 25 Ave,Ocala,34470
Duval,2607128,C & W Soul Wings & Things,1501 Lanes Ave S,Jacksonville,32210
Duval,2651754,Ruta Catracha,6536 Beach Blvd,Jacksonville,32216
Duval,2613308,Tunis University,1352  University Blvd N,Jacksonville,32211
Bay,1304997,Thai Basil Restaurant,1001 Beck Ave,Panama City,32401
Collier,2102451,Juanitas,204 Boston Ave,Immokalee,34142
Lee,4604448,Restaurant & Lechonera El Jibarito Inc,"522 Joel Blvd, Suite A",Lehigh Acres,33972
Dade,2334349,Leamington Hotel,307 NE 1 St,Miami,33132
Dade,2318102,Kentucky Fried Chicken,17701 NW 27 Ave,Miami Gardens,33056
Dade,2328769,Pirates Raw Bar & Grill Llc,17850 W Dixie Hwy,Miami,33160
Broward,1616006,Myapapaya,"1040 Bayview Dr, Suite 100",Fort Lauderdale,33304
Palm Beach,6021666,Cafeteria Hellen,4047 Okeechobee Blvd #207,West Palm Beach,33409
Palm Beach,6019154,Corner Porch,85 SE 6 Ave,Delray Beach,33483
Broward,1610937,Silver Pon To Go,5100 W Commercial Blvd #6,Tamarac,33319
Broward,1622990,Cafe Med By Bice,2096 NE 2 St,Deerfield Beach,33441
Broward,1622768,Muscle Maker Grill,230 S Federal Hwy,Deerfield Beach,33441
Pinellas,6217536,El Punto Latino Restaurant & Bar,"2862 Gulf To Bay Blvd, Suite D",Clearwater,33759
Hillsborough,3915659,Hula Bay Club/Dukes Retired Surfers Island Bar,5210 W Tyson Ave,Tampa,33611
Brevard,1503857,Pub Americana,405 Delannoy Ave,Cocoa,32922
Brevard,1505609,Rolli Porkloin Extraordinaire,31 East New Haven Ave,Melbourne,32901
Duval,2614855,Lum Thai Restaurant,6251 Argyle Forest Blvd #102,Jacksonville,32244
Columbia,2200274,The Country Club At Lake City,717 NW Fairway Drive,Lake City,32055
Alachua,1102556,Nola's Cajun Po'Boy & Seafood,3200 NW 98 St,Gainesville,32606
Leon,4703587,Lindys Chicken @Lake Jackson,"3813 N Monroe St, Suite 1",Tallahassee,32303
Leon,4702440,Beef O' Brady'S,1800 Thomasville Road,Tallahassee,32303
Dade,2320789,Rinconcito Paisa Restaurant Inc,12823 SW 42 St,Miami,33175
Dade,2322763,China Garden,2360 W 68th St 121,Hialeah,33016
Broward,1617772,The New Blue Mountain Restaurant & Lounge,1430 N State Road 7,Lauderhill,33313
Hillsborough,3918244,Andrew Pandrew's Jerk Hut A Jamaican Drive Up Eatery,1045 E Hillsborough Ave,Tampa,33603
Hillsborough,3912002,China 88,"8005 Citrus Park Town Center, Fc8",Tampa,33625
Pinellas,6215932,Chipotle Mexican Grill #713,3700 Park Blvd,Pinellas Park,33781
Hillsborough,3910561,Riviera Restaurant,14819 N Dale Mabry,Tampa,336182027
Hernando,3701115,La Bella Napoli Italian Restaurant,7390 Shoal Line Blvd,Weeki Wachee,34607
Seminole,6905052,Sophia Food Store,123 Jackson Street,Altamonte Springs,32701
Lake,4500009,Green Valley Country Club,14601 Green Valley Blvd,Clermont,34711
Brevard,1500297,Galaxy Skateway & Play Zone,1488 Aurora Road,Melbourne,329355382
Lake,4508733,Applebee's Neighborhood Grill & Bar,2050 East Highway 50,Clermont,34711
Marion,5203000,Southern Palate,12009 S Williams Street,Dunnellon,34431
Gadsden,3000387,Pizza Hut #1999,"710 Hwy 27 S, Suite A",Havana,32333
Leon,4703592,Smashburger,222 S Magnolia Dr,Tallahassee,32301
Okeechobee,5700463,Joey's Supreme Pizza,107 SW Park St,Okeechobee,34972
Lee,4605221,Hook Fish And Chicken,3315 Dr Martin Luther King Blvd,Fort Myers,33916
Dade,2335389,El Lyon Super Restaurant,13202 W Dixie Hwy,North Miami,33161
Dade,2335758,Madlab Creamery Palm Court,140 NE 39 St # 137,Miami,33137
Dade,2330745,Cibo Wine Bar,45 Miracle Mile,Coral Gables,33134
Broward,1623821,Nikki's Orange Kitchen,1 Ocean Blvd Sp 102,Pompano Beach,33062
Palm Beach,6000486,Dixie Fried Chicken,133 SW Ave E,Belle Glade,33430-3922
Broward,1611847,Silver Pond Chinese Restaurant,4285 N State Road 7,Lauderdale Lakes,33319
Pasco,6113331,Marco's Pizza,27616 Wesley Chapel Blvd,Wesley Chapel,33544
Hillsborough,3916152,James Joyce Irish Pub & Eatery,1724 E 8 Ave,Tampa,33605
Hillsborough,3915688,The Galley Cafe,107 Manns Harbor Drive,Apollo Beach,33572
Pinellas,6209503,Siam Garden Thai Restaurant,3125 N 9 St,St Petersburg,337042036
Pinellas,6215243,Top Slice,21 3 St N,St. Petersburg,33701
Brevard,1505821,Tequila Azul Llc,6630 Colonnade Ave,Melbourne,32940
Orange,5808531,Steak N Shake #316,12035 E Colonial Dr,Orlando,32826
Duval,2615100,Food House,1855 N Main St,Jacksonville,32206
Duval,2612983,Fatballs Sports Bars And Grill,"7457 103 Road St, Suite 7",Jacksonville,32210
Santa Rosa,6701248,Golden Dragon,9914 Navarre Pkwy,Navarre,32566
Escambia,2702103,Captain D's Seafood Rest #9467,4373 W Fairfield Dr,Pensacola,325054736
Dade,2331980,Vida,4441 Collins Ave,Miami Beach,33140
Broward,1623592,Ihop,2112 N Flamingo Road,Pembroke Pines,33028
Palm Beach,6011998,El Caraibeno,818 Federal Hwy,Boynton Beach,33435
Broward,1620330,Wing Loon Chinese Food Takeout,3520 N Andrews Ave,Oakland Park,33309
Broward,1623799,Bojos Seafood Kitchen,"731 Hammondville Road, Suite F",Pompano Beach,33060
Broward,1624553,Maoz Dragon Breath,12801 W Sunrise Blvd Space # 198,Sunrise,33323
Palm Beach,6020064,Chipotle Mexican Grill,"1000 S State Road 7, Suite 2",Wellington,33414
Broward,1609404,Eric's Authentic Mexican Food Restaurant,625 E Atlantic Blvd,Pompano Beach,33060
Pinellas,6211228,Columbia Restaurant,1241 Gulf Blvd,Clearwater Bch,33767
Hillsborough,3902898,The Sandpiper Grille,1702 S Pebble Beach Blvd,Sun City Center,33573
Hillsborough,3915640,Fried Rice King,6117 N Florida Ave,Tampa,33604
Lake,4508645,Magical Meat Boutique,112 W 3 Ave,Mount Dora,32757
Brevard,1505926,Honeysuckle,2203 N US Hwy 1,Titusville,32796
St. Lucie,6602533,Culinary Village Catering,1592 Village Green Dr,Port St Lucie,34952
Brevard,1506001,Thai Thai House,6977 N Wickham Road,Melbourne,32940
Osceola,5910517,Chino Rico,1315 N John Young Pkwy,Kissimmee,34741
Duval,2615567,Mediterranean Grill,"5230 Baymeadows Road, Suite 10",Jacksonville,32217
St. Johns,6501775,Zoe's Kitchen,240 Fl A1A,Ponte Vedra Bch,32082
Duval,2651531,Norive Wings & Things,2235 Soutel Dr,Jacksonville,32208
Putnam,6400494,Palmeras Restaurant And Grocery,105 N Summit St,Crescent City,32112
Dade,2325065,Gigis Gourmet Catering,1082 NW 54 St,Miami,33127
Dade,2327899,Saffron Indian Cuisine,18090 Collins Ave #T-22,Sunn Isle Beach,33160
Dade,2331864,Venus Restaurant,13785 NW 7th Ave,North Miami,33168
Broward,1623200,I Sushi Cafe,8970 Cleary Blvd,Plantation,33324
Broward,1623629,Los Tacos By Chef Omar,230 S University Dr,Plantation,33324
Palm Beach,6021656,Dunkin Donuts,500 N State Road 7,Royal Palm Beach,33411
Martin,5300561,China Star Restaurant,1501 S US Hwy 1,Stuart,34994
Palm Beach,6006859,Sbarro,801 N Congress Ave,Boynton Beach,33426
Broward,1621050,Mac Daddy Sub Cafe,8966 Cleary Blvd,Plantation,33324
Pinellas,6213874,Bayside Bar & Grill,20967 US 19 N,Clearwater,33765
Polk,6301062,Dairy Queen,1795 N Broadway Ave,Bartow,33830
Pasco,6101307,Susie's Family Restaurant,6476 Ridge Road,Port Richey,34668
Pinellas,6206621,Peter`S Family Restaurant,2101 Starkey Road,Largo,337715340
Hillsborough,3912683,Haagen Dazs,2223 N Westshore Blvd Fc 209,Tampa,33607
Pinellas,6217825,Hideaway Pizza Pub,3901 6 St S,St. Petersburg,33705
Pinellas,6216901,Deccan Spice Tampa Bay,"2325 Ulmerton Road, Suite 28",Clearwater,33762
Hillsborough,3916903,Cafe Delanie,3016 US Hwy 301 N #100,Tampa,33619
Pinellas,6217366,Maria Alicia's Cantina,530 Cleveland St,Clearwater,33755-4008
Orange,5808237,Oley's Kitchen & BBQ,2700 S Rio Grande Ave,Orlando,32805
Brevard,1505900,Steak N Shake #641,6728 Colonnade Ave,Viera,32940
Clay,2001382,Charlie's Southern Bistro,206 S Orange Ave,Green Cove Springs,32043
Marion,5200012,Fat Boys B B Q,4132 NE Silver Spgs Blvd,Ocala,344705004
St. Johns,6501941,Gourmet Hut,17 Cuna St,Saint Augustine,32084
Okaloosa,5603972,"Fishheads Of Destin, Llc",98 B Harbor Blvd,Destin,32541
Okaloosa,5601744,Burger King #05557,751 Hwy 98 E,Destin,32541
Bay,1304663,Chubby'S,8100 Thomas Dr,Panama City,32408
Highlands,3800830,Jc Tin Cup Grill,4800 Haw Branch Road,Sebring,33875
Lee,4650856,Los Taquitos Mexican Food Big Martinez Lehigh Acres,3305 Lee Blvd,Lehigh Acres,33972
Dade,2325054,Kelly's Cajun Grill,20505 S Dixie Hwy #1879,Miami,33189
Dade,2303388,Captains Tavern,9621 S Dixie Hwy,Miami,331562804
Monroe,5401367,Riviera Sandwich Shop,3100 Flagler Ave,Key West,33040
Dade,2334582,Nikudo Japanese Buffet,18812 S Dixie Hwy,Cutler Bay,33157
Dade,2331134,La Bodega Restaurant,13774 SW 88 St,Miami,33186
Broward,1617043,May's Kitchen,19 N Federal Hwy,Pompano Beach,33062
Broward,1617904,Lombardi's Sunrise,11130 W Oakland Park Blvd,Sunrise,33351
Hillsborough,3910137,First Choice BBQ,10113 Adamo Dr,Tampa,336192656
Pinellas,6216432,Tequilas Mexican Grill & Cantina Llc,401 South Fort Harrison,Clearwater,33756
Pasco,6113237,China Gourmet Take-Out,"30000 County Line Road, Unit #10",Wesley Chapel,33543
Pinellas,6217107,Halong Bay 2,"10500 Ulmerton Road, Suite 288",Largo,33771-3536
Pasco,6102726,The Great Catch,5039 1 St,Zephyrhills,33542
St. Lucie,6603191,La Hacienda Tacos & Beer,1008 SE Port St Lucie Blvd,Port St Lucie,34952
Brevard,1504041,Wendy's #466,395 E Eau Gallie Blvd,Indian Harbour Beach,32937
St. Lucie,6603143,Maddy's Authentic Caribbean Cuisine,1002 SE Port St Lucie Blvd,Port St Lucie,34952
Orange,5812118,Bikkuri Sushi Noodle And Grill,1919 E Colonial Dr,Orlando,32803
Volusia,7406401,Laubster's Catering,409 Mary Ave,New Smyrna Beach,32168
Seminole,6905086,Angel's Soul Food #2,2516 S Sanford Ave,Sanford,32773
Lake,4502036,Tillie's Tavern & Grill,31 E Magnolia Ave,Eustis,32726
Volusia,7406594,Camelot Country Restaurant,351 N US Highway 1,Oak Hill,32759
Duval,2651842,Crazy Dawgs,12945 Atlantic Blvd,Jacksonville,32225
Duval,2610431,Wipeouts Grill,1585 Atlantic Blvd,Neptune Beach,32266
Duval,2600685,Krystal Jax-09,7459 Lem Turner Road,Jacksonville,322083350
Duval,2612750,Casa Marina Hotel & Rest (The),691 N 1 St,Jacksonville Bch,32250
Leon,4702484,Great Wall Chinese Restaurant,4220 W Tennessee St,Tallahassee,323041033
Sarasota,6801827,Amores Ristorante Inc,2357 Tamiami Trail S,Venice,34293
Collier,2102750,Bice,300 5 Ave South,Naples,34102
Lee,4605343,The Edison Restaurant,3583 Mcgregor Blvd,Fort Myers,33901
Dade,2328899,Kiosko Cubano,13290 W Dixie Hwy,North Miami,33161
Dade,2335257,Aunty Gwen's Jamaican Restaurant,10686 SW 186 Ln,Miami,33157
Monroe,5401394,Onlywood Pizzeria Trattoria,613 1/2 Rear Duval St,Key West,33040
Dade,2325906,Nicoya Nicaraguan Grill,2900 W 12 Ave #8,Hialeah,33012
Broward,1609274,China One,7820 W Sample Road,Margate,33065
Broward,1619402,Artibonite Caribean Restaurant,7824 W Sample Road,Margate,33065
Broward,1618985,Islamorada Fish Company,220 Gulfstream Way,Dania Beach,33004
Hillsborough,3910719,The Hungry Greek,10041 N Dale Mabry Hwy,Tampa,33618
Polk,6308173,Marco's Pizza,703 N Combee Road,Lakeland,33801
Pinellas,6212759,Los Mariaches #2,9100 Ulmerton Road,Largo,337713821
Seminole,6902095,Pho Ben Thanh,980 W State Road 434,Longwood,32750
Volusia,7406186,Budget Inn & Bar & Restaurant,2801 E New York Ave,Deland,32724
Orange,5813414,China Garden Inc Of Lin,2550 W Colonial Dr #100,Orlando,32804
Alachua,1103518,Grand Cafe,13 W University Ave,Gainesville,32601-5313
Marion,5201971,Stonecrest Golf Club,11560 SE 176 Place Road,Summerfield,34491
St. Johns,6550179,Pele's Wood Fire / Pele's Fire Pizza,1204 Wild Palm Ct,Saint Augustine,32084
Duval,2615685,Jumpin Jax House Of Food,1021 Atlantic Blvd,Atlantic Beach,32233
Duval,2600820,Holley's Bar B Que,3604 Moncrief Road,Jacksonville,32209
Manatee,5102968,River Club Grille,6600 River Club Blvd,Bradenton,34202
Manatee,5104559,China Taste,8421 Tuttle Ave,Sarasota,34243
Lee,4602966,Perkins Restaurant & Bakery,1551 Del Prado Blvd S,Cape Coral,33990
Sarasota,6805081,Myakka Outpost Inc,13208 State Road 72,Sarasota,34241
Dade,2357270,Taco Fresh Llc,2517 NW 21 Terr,Miami,33142
Broward,1623353,The Whole Enchilada Fresh Mexican Grill,"8000 W Broward Blvd, Unit 1820",Fort Lauderdale,33304
Hillsborough,3917093,Nutrition Solutions,3609 N 15 St,Tampa,33605
Hillsborough,3916818,Cheval Golf And Country Club,4312 Cheval Blvd,Lutz,33558
Hillsborough,3917620,Pinchers Crab Shack,14391 North Dale Mabry Hwy,Tampa,33618
Pinellas,6206280,Denny'S,940 Missouri Ave,Largo,33770
Pinellas,6216875,La Fondita De Leo,528 Cleveland St,Clearwater,33755
Brevard,1505960,Happy Kitchen,3014 W New Haven Ave,West Melbourne,32904
Brevard,1505772,Divine Grace Caribbean Restaurant,214 Ermerson Dr NW Ste-5,Palm Bay,32907
Orange,5801515,Palms Restaurant,6327 International Dr,Orlando,32819
Lake,4502144,Burger King #13907,1990 N State Road 19,Eustis,32726
Alachua,1102935,Chick-Fil-A Oaks Mall,"6419 W Newberry Road, Suite G8",Gainesville,32605
Columbia,2200663,Super 8 Lake City Florida,3954 SW State Road 47,Lake City,32024
Alachua,1102937,Asian Chao/ Maki Of Japan,6419 E Newberry Road G4,Gainesville,32605
Columbia,2200629,Hardee'S,2399 SW Baya Dr,Lake City,32055
Duval,2614258,Magic Wings And Things,10670 Biscayne Blvd,Jacksonville,32218
Okaloosa,5603812,Mary's Kitchen,"99 Eglin Parkway, Suite 42",Fort Walton Beach,32548
Leon,4703426,Zacadoo's Grille,2870 Apalachee Pkwy,Tallahassee,32311
Manatee,5103819,Banana Factory,6916 W 14 St,Bradenton,342075811
Collier,2103484,Fify'S,320 Alachua Street,Immokalee,34142
Manatee,5105194,Willy-Yums,2003 14 St W,Bradenton,34205
Dade,2316703,Oriental Express Chinese Food,3962 Curtiss Parkway,Miami Springs,33166
Broward,1611119,Bowlero Davie,8200 W State Road 84,Davie,33324
Palm Beach,6019431,Le Bon Gout Restaurant Llc,1230 S Dixie Hwy,Lake Worth,33460
Palm Beach,6009715,Temple Orange,100 S Ocean Blvd,Manalapan,33462
Pasco,6100228,Thai Bistro,5414 Main St,New Port Richey,34652
Hillsborough,3951233,Chicken & Taco Loco,105 W Brandon Blvd,Brandon,33511
Polk,6308268,Mi Tierra Tex-Mex Restaurant,223 N Wabash Ave,Lakeland,33815
Pasco,6102186,Icon Gentleman's Club,18722 US Hwy 19,Hudson,346676693
Pasco,6150545,Dona Orlanda Tortas Y Tacos,37511 Lock St,Dade City,33523
Pinellas,6216609,Bella Brava,204 Beach Dr Ne,St. Petersburg,33701
Pinellas,6215212,I Thai & Sushi,11002 Seminole Blvd,Largo,33778
Hillsborough,3912597,Taste Of China,8476 Sheldon Road,Tampa,33615
St. Johns,6501566,Holiday Inn & Suites,1302 N Ponce De Leon Blvd,Saint Augustine,32084
Duval,2614858,The Original Tunis Seafood & Chicken #13,7400 103 St,Jacksonville,32210
Columbia,2200278,Two Fat Guys Burgers And Fries,161 SW Quail Heights Terr,Lake City,32025
Bay,1305164,Millies Llc,228 Harrison Ave #101,Panama City,32401
Santa Rosa,6701369,Peking House,8224 Navarre Pkwy,Navarre,32566
Jefferson,4300178,Doc's Diner Of Monticello,1015 N Jefferson St,Monticello,32344
Okaloosa,5603230,Jin Jin,642 S Ferdon Blvd,Crestview,32536
Dade,2333817,Ihop 36-217 North Miami,12875 Biscayne Blvd,North Miami,33181
Dade,2303372,Thunderbird Cafe,18401 Collins Ave,Miami Beach,331602402
Palm Beach,6051771,Churrasco Grill Llc,510 Lantana Road.,Lantana,33462
Broward,1620121,Coffee Break Llc,1900 West Commercial Blv,Fort Lauderdale,33309
Broward,1622273,Giovannis Coal Fired Pizza,165 NW 136 Ave,Sunrise,33325
Palm Beach,6020939,Terra Fiamma,9169 W Atlantic Ave #100,Delray Beach,33446
Palm Beach,6019804,Caribe Cafe,3068 Lake Worth Road #1,Palm Springs,33461
Hillsborough,3903569,Pokeys Rock And Rolls,100 E Madison St,Tampa,33602
Pinellas,6216388,Fays Deli & Subs,1538 16 St S,St. Petersburg,33705
Pinellas,6212123,Tavern On The Oaks,2751 Regency Oaks Blvd,Clearwater,33759
Pasco,6101152,Mcdonald's #7209,7226 State Road 54,New Port Richey,34653
Brevard,1504336,Steak & Lobster House,522 Ocean Ave,Melbourne Bch,329512524
Orange,5813552,Flavors Nigerian Restaurant,3530 S Orange Ave,Orlando,32806
Orange,5800351,Rio Pinar Golf Club-Banquet Kitchen,8600 El Prado Dr,Orlando,32825
Brevard,1505905,Jenna's Breezeway Bar & Grill,20 N Brevard Ave,Cocoa Beach,32931
Duval,2613302,Tunis,5059 Soutel Dr,Jacksonville,32208
Duval,2614918,Tunis Seafood Wings & Subs,2011 Emerson St,Jacksonville,32207
Duval,2615344,Chomp Chomp Restaurant,4162 Herschel St,Jacksonville,32210
Marion,5202455,Let's Eat Fresh,809 N Magnolia Ave,Ocala,34475
Marion,5202603,Subway,9570 SW Hwy 200,Ocala,34481
Marion,5201930,Sam's St Johns Seafood #3,7119 N US Hwy 441,Ocala,344751215
Marion,5202047,Sayulita Taqueria,10 NE 1 St,Ocala,34470
Duval,2611744,Hop Shing,"5751 N Main St, Suite 135",Jacksonville,32208
Alachua,1102991,Liquid Ginger,"101 SE 2 Pl, Suite 118",Gainesville,32601
Franklin,2900002,Apalachicola Seafood G&Steak H,100 Market St,Apalachicola,323201774
Collier,2102992,Camellia Street Grill,202 Camellia St,Everglades City,34139
Lee,4605702,Dairy Queen #41424,1419 NE Pine Island Road,Cape Coral,33909
Manatee,5103500,Fire & Stone,10519 Cortez Road W,Bradenton,34210
Manatee,5105460,Demi's Noodle House,1318 10 St W,Palmetto,34221
Dade,2313545,Papa Piccolo'S,8016 SW 81 St Dr,Miami,33143
Dade,2333632,La Playa Grill,9698 SW 328 St,Homestead,33033
Dade,2326819,Reys Pizza #10,1050 E 8 Ave,Hialeah,33010
Palm Beach,6019262,Croissanterie,9940 Belvedere Road Suite B,Royal Palm Beach,33411
Pasco,6102784,New Shanghai Chinese Restaurant I,6133 State Road 54,New Port Richey,34653
Pinellas,6207620,Friendly Fisherman Rest,150 128 Ave W,Madeira Bch,337082692
Polk,6306007,Bay Street Bistro,211 E Bay St,Lakeland,33801
Pasco,6102887,Little Mexico Restaurant,14314 7 St,Dade City,33523
Pinellas,6214941,Harold Seltzers Steakhouse,3500 Tyrone Blvd,St Petersburg,33710
Pinellas,6217831,Avocado's Food,6901 Tyrone Square #78,St. Petersburg,33710
Orange,5803361,The Basement,68 E Pine St,Orlando,32801
Orange,5810524,Winter Garden Pizza Company,42 W Plant St,Winter Garden,34787
Orange,5804849,Relax Grill At Lake Eola Llc,211 Eola Pkwy,Orlando,32801
